image_name,count,area,pred_values
14610_right.jpeg,98,112,1
14634_left.jpeg,98,0,1
16487_left.jpeg,98,4,1
12503_left.jpeg,27,1187,0
14712_left.jpeg,27,62,0
14021_left.jpeg,48,855,1
1102_right.jpeg,48,0,1
1439_right.jpeg,48,15,1
11539_left.jpeg,48,0,1
12444_right.jpeg,48,1,1
12991_right.jpeg,48,26,1
11776_left.jpeg,48,402,1
15444_left.jpeg,48,0,1
14300_left.jpeg,48,0,1
16136_left.jpeg,48,1,1
11196_right.jpeg,48,0,1
15510_right.jpeg,48,0,1
10645_right.jpeg,48,0,1
16038_right.jpeg,48,0,1
12839_left.jpeg,48,12,1
14675_right.jpeg,48,0,1
16510_right.jpeg,48,0,1
12990_left.jpeg,48,18,1
14933_left.jpeg,48,0,1
1312_left.jpeg,763,16176,1
15247_left.jpeg,763,0,1
11823_right.jpeg,763,14,1
16481_left.jpeg,763,0,1
16031_right.jpeg,763,89,1
12392_left.jpeg,763,63,1
13103_left.jpeg,428,12329,1
12436_left.jpeg,428,19,1
11997_right.jpeg,16,227,0
13962_right.jpeg,16,0,0
12292_right.jpeg,16,0,0
15118_left.jpeg,16,0,0
14913_right.jpeg,16,6,0
14850_right.jpeg,16,4,0
12339_right.jpeg,16,1,0
14982_right.jpeg,16,0,0
14852_left.jpeg,16,0,0
12278_left.jpeg,16,0,0
12247_right.jpeg,16,80,0
16370_right.jpeg,16,2,0
11268_right.jpeg,16,423,0
10489_left.jpeg,16,0,0
1409_right.jpeg,16,0,0
1333_left.jpeg,16,0,0
1611_right.jpeg,16,0,0
12159_left.jpeg,16,15,0
11982_left.jpeg,16,0,0
11056_right.jpeg,16,15,0
14325_right.jpeg,16,0,0
13170_right.jpeg,16,63,0
14474_left.jpeg,16,0,0
10408_right.jpeg,16,0,0
11648_left.jpeg,16,0,0
14350_left.jpeg,644,11546,1
13160_left.jpeg,644,0,1
1493_right.jpeg,644,0,1
12246_right.jpeg,644,0,1
1336_right.jpeg,644,118,1
15253_right.jpeg,644,4,1
1495_left.jpeg,22,114,0
13400_right.jpeg,138,785,1
15002_right.jpeg,138,152,1
13259_right.jpeg,138,26,1
14712_right.jpeg,225,6779,1
11163_right.jpeg,7,58,0
15302_left.jpeg,7,0,0
14715_left.jpeg,7,0,0
15530_right.jpeg,7,0,0
14630_left.jpeg,7,1,0
15244_right.jpeg,32,405,1
14916_left.jpeg,32,0,1
12063_right.jpeg,32,43,1
14671_left.jpeg,32,0,1
15369_right.jpeg,32,4,1
15043_left.jpeg,458,7371,1
12149_left.jpeg,458,0,1
11099_left.jpeg,458,0,1
13522_left.jpeg,458,147,1
16340_right.jpeg,458,8,1
14711_left.jpeg,458,0,1
15162_right.jpeg,458,0,1
11209_left.jpeg,477,10759,1
16196_right.jpeg,477,0,1
16381_left.jpeg,477,130,1
15540_left.jpeg,249,3586,1
15893_right.jpeg,249,0,1
14908_right.jpeg,249,0,1
1333_right.jpeg,249,0,1
15493_left.jpeg,344,3905,1
13673_left(1).jpeg,344,0,1
13069_right.jpeg,344,11,1
11982_right.jpeg,344,0,1
14653_right.jpeg,344,12,1
1296_right.jpeg,344,0,1
11623_left.jpeg,344,0,1
1395_right.jpeg,344,1,1
15300_right.jpeg,344,5,1
15151_left.jpeg,344,0,1
16419_right.jpeg,344,0,1
12101_left.jpeg,344,1,1
14608_right.jpeg,344,16,1
1478_right.jpeg,344,0,1
12839_right.jpeg,344,16,1
14806_left.jpeg,344,0,1
16576_left.jpeg,344,2,1
14710_right.jpeg,344,2,1
14656_right.jpeg,344,1,1
16126_right.jpeg,344,10,1
15952_right.jpeg,344,0,1
14249_right.jpeg,344,0,1
11023_left.jpeg,351,12310,1
15295_left.jpeg,6,202,0
14300_right.jpeg,6,0,0
12027_right.jpeg,45,2060,1
14976_right.jpeg,45,1,1
14760_right.jpeg,45,45,1
14393_right.jpeg,45,3,1
1506_left.jpeg,45,0,1
14748_right.jpeg,45,0,1
13081_right.jpeg,45,0,1
1497_right.jpeg,45,0,1
10811_right.jpeg,45,0,1
16450_left.jpeg,45,1,1
15150_right.jpeg,45,2,1
14640_left.jpeg,45,0,1
16139_left.jpeg,9,575,0
15138_left.jpeg,9,49,0
16450_right.jpeg,9,0,0
1131_left.jpeg,9,0,0
14998_left.jpeg,9,1,0
15993_left.jpeg,9,0,0
1514_right.jpeg,9,0,0
14256_left.jpeg,190,2210,1
15037_right.jpeg,190,0,1
14293_right.jpeg,190,0,1
14297_right.jpeg,695,11179,1
12103_right.jpeg,695,0,1
11041_left.jpeg,695,291,1
15569_right.jpeg,695,2,1
15656_right.jpeg,695,0,1
16448_right.jpeg,695,0,1
15631_right.jpeg,695,0,1
15482_right.jpeg,8,80,0
12326_right.jpeg,8,4,0
14680_right.jpeg,323,19791,1
14061_right.jpeg,323,0,1
13408_left.jpeg,323,0,1
11299_left.jpeg,301,17134,1
14258_right.jpeg,301,0,1
14874_right.jpeg,59,1534,1
15192_left.jpeg,30,1164,0
11196_left.jpeg,30,0,0
15443_left.jpeg,30,0,0
15886_right.jpeg,21,793,0
14939_right.jpeg,45,339,1
14702_right.jpeg,2,4,0
15262_left.jpeg,2,176,0
14630_right.jpeg,2,0,0
13132_left.jpeg,2,4,0
14128_left.jpeg,2,0,0
14199_right.jpeg,448,6985,1
1526_right.jpeg,448,0,1
10989_left.jpeg,448,0,1
15549_left.jpeg,448,0,1
13212_left.jpeg,287,6485,1
14989_right.jpeg,697,15857,1
10947_left.jpeg,697,0,1
10785_left.jpeg,697,0,1
13285_left.jpeg,697,0,1
12805_left.jpeg,697,0,1
14595_right.jpeg,697,6,1
15756_right.jpeg,697,0,1
15040_left.jpeg,697,2,1
10545_right.jpeg,38,103,1
13409_left.jpeg,38,0,1
14201_left.jpeg,38,493,1
14404_left.jpeg,38,0,1
15134_right.jpeg,38,0,1
14645_right.jpeg,38,9,1
14761_left.jpeg,38,0,1
14943_left.jpeg,167,4626,1
13643_right.jpeg,167,0,1
15696_right.jpeg,167,0,1
10454_left.jpeg,167,1,1
14970_right.jpeg,167,73,1
14665_left.jpeg,167,0,1
14626_right.jpeg,167,0,1
15211_left.jpeg,167,0,1
161_right.jpeg,551,7333,1
15688_right.jpeg,551,64,1
15322_left.jpeg,196,13063,1
15645_right.jpeg,196,0,1
15197_right.jpeg,15,92,0
11590_right.jpeg,15,0,0
14683_right.jpeg,15,0,0
12227_right.jpeg,15,0,0
13285_right.jpeg,15,8,0
13391_left.jpeg,193,6605,1
10954_left.jpeg,115,11277,1
14640_right.jpeg,115,18,1
12260_right.jpeg,115,0,1
16614_left.jpeg,7,13,0
13363_right.jpeg,53,1162,1
1579_left.jpeg,53,0,1
13430_left.jpeg,819,17756,1
13188_left.jpeg,819,1,1
15080_left.jpeg,819,0,1
15397_left.jpeg,956,21655,1
1196_left.jpeg,956,0,1
13436_left.jpeg,229,17611,1
15667_left.jpeg,229,0,1
14418_left.jpeg,229,129,1
15336_left.jpeg,229,0,1
1020_left.jpeg,229,0,1
15898_left.jpeg,229,0,1
15868_left.jpeg,229,187,1
15255_left.jpeg,7,88,0
1419_left.jpeg,7,0,0
11262_left.jpeg,7,0,0
14455_left.jpeg,7,18,0
11273_right.jpeg,28,314,0
12356_left.jpeg,28,1,0
1111_left.jpeg,26,270,0
14313_right.jpeg,192,2674,1
15937_right.jpeg,30,1418,0
11980_left.jpeg,30,0,0
12140_right.jpeg,30,0,0
12417_left.jpeg,30,48,0
1508_left.jpeg,30,11,0
14680_left.jpeg,30,0,0
15339_left.jpeg,30,0,0
14368_left.jpeg,30,0,0
15481_right.jpeg,30,3,0
14747_right.jpeg,58,9066,1
11234_right.jpeg,58,0,1
14763_right.jpeg,200,6589,1
12831_right.jpeg,200,0,1
11085_right.jpeg,102,2312,1
13156_right.jpeg,102,18,1
12140_left.jpeg,102,0,1
10_right.jpeg,102,0,1
14401_left.jpeg,219,1937,1
15426_right.jpeg,219,0,1
13786_left.jpeg,219,0,1
13299_right.jpeg,219,0,1
1478_left.jpeg,219,0,1
1290_right.jpeg,219,0,1
11889_left.jpeg,102,1345,1
159_left.jpeg,102,0,1
16132_right.jpeg,102,0,1
15062_left.jpeg,102,0,1
11125_right.jpeg,102,0,1
12289_left.jpeg,324,18479,1
13481_left.jpeg,324,5,1
12141_left.jpeg,324,14,1
1506_right.jpeg,324,6,1
12072_left.jpeg,324,2,1
13959_right.jpeg,324,0,1
10234_left.jpeg,324,2,1
15387_right.jpeg,324,0,1
15035_left.jpeg,14,42,0
15477_left.jpeg,14,29,0
12433_right.jpeg,19,755,0
12287_right.jpeg,344,7666,1
12352_left.jpeg,344,0,1
1634_left.jpeg,344,0,1
13934_right.jpeg,344,4,1
15547_left.jpeg,344,0,1
13307_right.jpeg,344,0,1
14684_right.jpeg,344,0,1
1316_left.jpeg,344,0,1
12448_right.jpeg,344,2,1
14692_right.jpeg,344,0,1
13002_left.jpeg,344,0,1
14388_left.jpeg,344,20,1
13188_right.jpeg,344,0,1
14756_right.jpeg,344,0,1
13296_right.jpeg,344,0,1
14355_right.jpeg,344,1,1
1127_left.jpeg,62,233,1
15453_left.jpeg,62,4,1
13430_right.jpeg,1046,17224,1
14368_right.jpeg,1046,0,1
15239_right.jpeg,1046,0,1
13260_left.jpeg,172,19118,1
14465_right.jpeg,172,0,1
10112_left.jpeg,172,0,1
14780_left.jpeg,172,0,1
14935_left.jpeg,172,0,1
13213_right.jpeg,121,3455,1
14687_right.jpeg,121,0,1
13294_right.jpeg,121,5,1
15454_left.jpeg,121,0,1
12311_left.jpeg,121,0,1
1050_left.jpeg,337,12192,1
14955_right.jpeg,337,25,1
15314_left.jpeg,337,0,1
12563_left.jpeg,337,0,1
11125_left.jpeg,337,0,1
14718_right.jpeg,337,0,1
14424_left.jpeg,337,7,1
1579_right.jpeg,337,0,1
14852_right.jpeg,337,0,1
14212_left.jpeg,337,0,1
14924_right.jpeg,337,0,1
14671_right.jpeg,337,0,1
1481_right.jpeg,216,28468,1
13230_right.jpeg,216,0,1
11952_left.jpeg,216,0,1
13069_left.jpeg,216,15,1
13664_left.jpeg,216,0,1
14672_right.jpeg,216,17,1
14664_right.jpeg,216,152,1
16110_left.jpeg,216,147,1
14687_left.jpeg,216,0,1
12072_right.jpeg,216,0,1
15156_left.jpeg,216,0,1
11421_right.jpeg,53,640,1
11858_right.jpeg,21,142,0
12676_left.jpeg,21,0,0
1505_right.jpeg,21,0,0
16022_right.jpeg,21,60,0
13196_left.jpeg,21,0,0
11313_right.jpeg,21,51,0
16454_left.jpeg,691,1780,1
12988_left.jpeg,81,928,1
12370_left.jpeg,81,0,1
15811_right.jpeg,81,0,1
15244_left.jpeg,71,161,1
14397_left.jpeg,71,0,1
10030_right.jpeg,13,13,0
15368_right.jpeg,13,0,0
13113_right.jpeg,13,0,0
16217_left.jpeg,13,0,0
15708_left.jpeg,13,0,0
1290_left.jpeg,13,0,0
13189_right.jpeg,13,59,0
14648_right.jpeg,7,239,0
15218_left.jpeg,7,458,0
14684_left.jpeg,7,0,0
14701_left.jpeg,7,1,0
12027_left.jpeg,7,13,0
15781_right.jpeg,7,0,0
11858_left.jpeg,19,76,0
14764_right.jpeg,19,0,0
14384_left.jpeg,19,123,0
15578_left.jpeg,19,0,0
15208_left.jpeg,19,0,0
1513_left.jpeg,97,719,1
15510_left.jpeg,97,0,1
16325_right.jpeg,72,1726,1
1096_right.jpeg,72,0,1
16085_right.jpeg,72,0,1
13458_left.jpeg,72,0,1
13294_left.jpeg,47,983,1
15138_right.jpeg,1,0,0
13206_right.jpeg,237,3800,1
14153_right.jpeg,237,0,1
14761_right.jpeg,237,0,1
10962_left.jpeg,237,0,1
10853_left.jpeg,237,2,1
15051_right.jpeg,100,568,1
14654_left.jpeg,100,0,1
12859_right.jpeg,100,0,1
14144_left.jpeg,100,0,1
11966_right.jpeg,100,0,1
12400_left.jpeg,100,0,1
11003_left.jpeg,100,186,1
13350_right.jpeg,100,0,1
15230_left.jpeg,100,12,1
14753_left.jpeg,100,0,1
1202_right.jpeg,100,0,1
14114_left.jpeg,205,1093,1
13448_left.jpeg,19,402,0
12306_right.jpeg,19,0,0
16474_right.jpeg,19,0,0
14317_left.jpeg,85,14525,1
12086_right.jpeg,85,0,1
16154_left.jpeg,85,21,1
15_left.jpeg,85,1,1
13101_right.jpeg,85,0,1
1609_right.jpeg,85,0,1
14082_left.jpeg,85,0,1
14655_left.jpeg,85,3,1
15949_left.jpeg,203,2537,1
14333_right.jpeg,203,0,1
10_left.jpeg,203,3,1
13999_left.jpeg,203,0,1
13714_left.jpeg,9,372,0
14595_left.jpeg,9,0,0
15061_left.jpeg,9,0,0
13146_right.jpeg,9,1,0
12362_left.jpeg,9,3,0
1516_left.jpeg,9,0,0
13229_right.jpeg,9,9,0
14479_left.jpeg,9,0,0
1611_left.jpeg,9,0,0
15923_left.jpeg,9,0,0
13770_left.jpeg,9,0,0
13934_left.jpeg,9,0,0
14473_left.jpeg,9,0,0
12176_right.jpeg,9,0,0
14892_left.jpeg,9,0,0
12139_left.jpeg,9,0,0
13156_left.jpeg,9,28,0
14886_right.jpeg,9,0,0
15239_left.jpeg,9,49,0
12133_right.jpeg,9,26,0
15062_right.jpeg,6,40,0
15522_right.jpeg,6,0,0
15066_left.jpeg,6,94,0
10994_left.jpeg,18,1027,0
12991_left.jpeg,18,7,0
13038_left.jpeg,92,1664,1
12306_left.jpeg,92,1,1
15539_right.jpeg,92,146,1
14664_left.jpeg,92,11,1
14616_left.jpeg,92,0,1
15219_right.jpeg,20,283,0
15809_left.jpeg,20,0,0
16154_right.jpeg,15,58,0
16407_right.jpeg,15,21,0
16350_right.jpeg,15,0,0
15594_left.jpeg,15,0,0
16307_right.jpeg,15,98,0
14093_right.jpeg,15,0,0
16405_left.jpeg,15,0,0
11164_right.jpeg,54,1762,1
15656_left.jpeg,54,0,1
11234_left.jpeg,54,67,1
16043_left.jpeg,54,0,1
11031_right.jpeg,54,0,1
12238_left.jpeg,54,1,1
15539_left.jpeg,54,48,1
15206_left.jpeg,280,1777,1
13605_right.jpeg,280,0,1
16114_right.jpeg,280,0,1
1324_left.jpeg,280,31,1
15397_right.jpeg,280,112,1
14976_left.jpeg,280,0,1
15470_right.jpeg,280,0,1
12349_left.jpeg,244,4773,1
15192_right.jpeg,30,1351,0
1107_right.jpeg,30,0,0
12104_left.jpeg,30,332,0
15236_right.jpeg,30,0,0
14344_left.jpeg,30,0,0
13312_left.jpeg,30,0,0
14249_left.jpeg,30,0,0
12290_right.jpeg,30,0,0
12292_left.jpeg,30,0,0
11176_right.jpeg,30,41,0
14311_left.jpeg,30,0,0
12437_left.jpeg,30,0,0
13270_right.jpeg,6,726,0
1524_left.jpeg,6,9,0
15250_left.jpeg,6,0,0
15453_right.jpeg,6,32,0
15247_right.jpeg,6,54,0
13089_left.jpeg,174,7562,1
11113_right.jpeg,174,0,1
16395_right.jpeg,174,1,1
14961_right.jpeg,174,0,1
15340_left.jpeg,174,0,1
11826_left.jpeg,174,0,1
15270_right.jpeg,174,0,1
14840_right.jpeg,174,2,1
15110_right.jpeg,12,236,0
14216_right.jpeg,12,0,0
10234_right.jpeg,12,0,0
15242_left.jpeg,15,72,0
13022_right.jpeg,15,0,0
14751_left.jpeg,15,222,0
16313_right.jpeg,15,0,0
15857_left.jpeg,15,0,0
12070_right.jpeg,15,0,0
10996_right.jpeg,18,297,0
11974_right.jpeg,18,0,0
16336_right.jpeg,18,0,0
14655_right.jpeg,18,0,0
15602_right.jpeg,18,0,0
10983_right.jpeg,15,596,0
14530_left.jpeg,15,0,0
1643_right.jpeg,13,115,0
14842_left.jpeg,13,0,0
1446_right.jpeg,13,0,0
11083_left.jpeg,13,0,0
14028_left.jpeg,13,0,0
15314_right.jpeg,13,0,0
10043_right.jpeg,13,0,0
1407_right.jpeg,13,31,0
13002_right.jpeg,13,4,0
11283_left.jpeg,58,2033,1
15772_right.jpeg,201,1045,1
14058_left.jpeg,201,0,1
14444_left.jpeg,280,16446,1
13085_left.jpeg,280,0,1
15035_right.jpeg,280,0,1
14353_right.jpeg,20,36,0
12878_left.jpeg,20,39,0
10043_left.jpeg,20,0,0
15284_left.jpeg,43,2692,1
10160_left.jpeg,43,94,1
14645_left.jpeg,187,3262,1
13595_left.jpeg,187,0,1
14398_left.jpeg,187,3,1
14374_left.jpeg,187,0,1
11232_left.jpeg,187,117,1
12339_left.jpeg,10,57,0
11308_left.jpeg,10,5,0
14858_left.jpeg,28,612,0
16381_right.jpeg,28,0,0
11539_right.jpeg,28,0,0
16219_left.jpeg,28,0,0
15061_right.jpeg,28,0,0
15103_right.jpeg,28,2,0
16136_right.jpeg,28,0,0
14901_right.jpeg,28,0,0
16196_left.jpeg,28,0,0
15302_right.jpeg,28,0,0
13780_right.jpeg,28,0,0
15193_left.jpeg,28,0,0
14905_left.jpeg,28,0,0
12187_right.jpeg,336,2954,1
15297_right.jpeg,336,0,1
12614_right.jpeg,336,0,1
15859_right.jpeg,336,0,1
14424_right.jpeg,336,0,1
10645_left.jpeg,336,0,1
12614_left.jpeg,336,0,1
14858_right.jpeg,336,33,1
10920_left.jpeg,336,76,1
1182_left.jpeg,336,79,1
15288_left.jpeg,21,58,0
13350_left.jpeg,21,49,0
14843_left.jpeg,80,423,1
11305_left.jpeg,80,18,1
15149_right.jpeg,80,0,1
15549_right.jpeg,80,18,1
15205_right.jpeg,235,9793,1
12098_right.jpeg,235,0,1
13085_right.jpeg,235,0,1
16060_left.jpeg,235,1,1
1505_left.jpeg,235,38,1
14923_right.jpeg,235,12,1
13312_right.jpeg,235,1,1
12399_left.jpeg,119,12541,1
15004_left.jpeg,83,3466,1
15964_left.jpeg,83,0,1
14899_left.jpeg,83,76,1
15027_left.jpeg,83,525,1
15750_right.jpeg,83,0,1
15979_left.jpeg,83,0,1
14760_left.jpeg,83,0,1
1222_left.jpeg,83,0,1
12231_right.jpeg,83,7,1
1242_left.jpeg,83,0,1
11384_left.jpeg,83,0,1
1640_right.jpeg,83,0,1
14098_right.jpeg,17,1700,0
1544_left.jpeg,17,0,0
1649_right.jpeg,17,0,0
12133_left.jpeg,17,19,0
1600_right.jpeg,9,30,0
15206_right.jpeg,147,424,1
15208_right.jpeg,147,0,1
15435_left.jpeg,18,439,0
11298_left.jpeg,18,135,0
1369_right.jpeg,18,0,0
14245_right.jpeg,18,5,0
13296_left.jpeg,18,0,0
1299_right.jpeg,18,0,0
10606_left.jpeg,18,1,0
14169_left.jpeg,18,10,0
14883_left.jpeg,18,0,0
12667_left.jpeg,18,2,0
14465_left.jpeg,18,0,0
15103_left.jpeg,18,0,0
15268_right.jpeg,18,0,0
16201_left.jpeg,18,8,0
14588_right.jpeg,18,306,0
1488_right.jpeg,18,0,0
15065_right.jpeg,18,0,0
13178_right.jpeg,18,43,0
12194_right.jpeg,62,2904,1
12119_left.jpeg,135,15499,1
15274_right.jpeg,135,40,1
15351_left.jpeg,135,0,1
13962_left.jpeg,135,0,1
14616_right.jpeg,135,0,1
11717_left.jpeg,142,1484,1
15594_right.jpeg,142,12,1
15574_right.jpeg,693,18485,1
11232_right.jpeg,693,0,1
14835_right.jpeg,68,1585,1
15134_left.jpeg,68,0,1
14285_left.jpeg,68,0,1
13673_right.jpeg,68,0,1
12988_right.jpeg,68,7,1
15251_left.jpeg,68,1,1
11292_left.jpeg,68,13,1
15029_right.jpeg,68,1,1
13260_right.jpeg,164,10660,1
13295_left.jpeg,164,0,1
14810_left.jpeg,164,2,1
13161_left.jpeg,164,0,1
14842_right.jpeg,164,0,1
14060_left.jpeg,413,4722,1
14446_right.jpeg,413,1,1
12225_right.jpeg,413,0,1
12567_right.jpeg,413,0,1
10920_right.jpeg,413,56,1
15476_left.jpeg,413,35,1
13271_right.jpeg,413,1,1
10160_right.jpeg,24,152,0
11647_left.jpeg,24,0,0
16122_right.jpeg,24,0,0
15125_right.jpeg,24,4,0
15320_left.jpeg,24,0,0
15246_left.jpeg,24,3,0
1504_right.jpeg,24,0,0
14121_left.jpeg,24,0,0
16366_left.jpeg,24,0,0
13751_left.jpeg,24,0,0
11417_left.jpeg,24,0,0
1408_right.jpeg,24,0,0
15640_left.jpeg,24,0,0
11384_right.jpeg,24,0,0
16021_right.jpeg,24,111,0
15101_left.jpeg,24,1,0
1588_left.jpeg,47,3255,1
11698_left.jpeg,63,3122,1
1595_left.jpeg,63,0,1
12079_right.jpeg,63,0,1
15038_right.jpeg,63,0,1
11980_right.jpeg,63,1,1
1609_left.jpeg,63,0,1
14270_right.jpeg,89,1692,1
11408_left.jpeg,89,0,1
1524_right.jpeg,156,9157,1
12095_right.jpeg,156,14,1
14927_left.jpeg,3,2,0
14386_left.jpeg,3,0,0
13012_left.jpeg,3,9,0
15477_right.jpeg,102,1716,1
12095_left.jpeg,14,158,0
11299_right.jpeg,14,5,0
15174_left.jpeg,106,1483,1
15476_right.jpeg,106,0,1
12805_right.jpeg,14,101,0
13383_right.jpeg,14,1,0
15481_left.jpeg,14,0,0
15422_right.jpeg,14,1,0
1240_right.jpeg,14,0,0
15165_right.jpeg,14,26,0
1638_left.jpeg,205,3899,1
15534_right.jpeg,28,6864,0
15979_right.jpeg,28,15,0
14863_left.jpeg,28,0,0
14021_right.jpeg,28,0,0
1516_right.jpeg,28,0,0
14750_left.jpeg,28,0,0
11724_right.jpeg,28,0,0
13133_right.jpeg,28,0,0
13290_left.jpeg,28,0,0
16366_right.jpeg,28,7,0
13638_right.jpeg,3,243,0
15897_left.jpeg,3,0,0
13643_left.jpeg,3,0,0
15954_left.jpeg,3,0,0
14721_left.jpeg,3,0,0
15461_right.jpeg,3,6,0
15428_right.jpeg,3,0,0
15436_left.jpeg,3,2,0
1395_left.jpeg,193,4065,1
14863_right.jpeg,6,41,0
11057_left.jpeg,6,11,0
15369_left.jpeg,6,0,0
14675_left.jpeg,6,0,0
16268_right.jpeg,6,0,0
15026_right.jpeg,6,0,0
11048_right.jpeg,450,2899,1
15156_right.jpeg,450,0,1
14380_left.jpeg,450,0,1
14186_right.jpeg,115,2034,1
11730_right.jpeg,56,1160,1
14992_left.jpeg,56,0,1
14306_left.jpeg,56,0,1
14392_right.jpeg,56,0,1
